image_id,bboxes,class_labels
-_-3_-_42_digital_tree_20220830122826_png_jpg.rf.ee9900a170644341278c7b6db9573532.jpg,"[[115, 550, 573, 639], [262, 160, 474, 607], [278, 2, 574, 319]]","[1, 2, 3]"
-_-3_-_43_analog_tree_20220916094649_png_jpg.rf.834998d8a4c7da4f2f5f791f2d40e1dd.jpg,"[[0, 0, 0, 0], [266, 330, 374, 576], [214, 185, 386, 365]]","[0, 2, 3]"
-_-3_-_43_digital_tree_20220830122718_png_jpg.rf.200ef4bbd9303bdbb3dcc446078a3a30.jpg,"[[145, 505, 385, 621], [205, 276, 368, 517], [133, 123, 466, 296]]","[1, 2, 3]"
-_-3_-_44_analog_tree_20220916094739_png_jpg.rf.4a29fd983699e00e144a053578c17ef2.jpg,"[[232, 178, 435, 338], [222, 324, 385, 556], [0, 0, 0, 0]]","[1, 2, 0]"
-_-3_-_44_digital_tree_20220830120959_png_jpg.rf.c54881b4664e9262c2ed30c385403ec0.jpg,"[[0, 0, 0, 0], [222, 337, 373, 574], [216, 229, 360, 354]]","[0, 2, 3]"
-_-3_-_45_analog_tree_20220916094837_png_jpg.rf.bc9c5e4a82614c8c7528fb08176cb6f7.jpg,"[[0, 0, 0, 0], [245, 277, 368, 625], [179, 52, 504, 317]]","[0, 2, 3]"
-_-3_-_45_digital_tree_20220830121455_png_jpg.rf.96926bc7435de6c11529f6f0fd51921d.jpg,"[[230, 538, 423, 640], [230, 153, 481, 551], [161, 0, 602, 172]]","[1, 2, 3]"
-_-3_-_47_analog_tree_20220916095009_png_jpg.rf.64bcfdd613099c9293cc1da4003888aa.jpg,"[[292, 570, 348, 640], [283, 196, 334, 577], [242, 71, 392, 229]]","[1, 2, 3]"
-_-3_-_48_analog_tree_20220916095049_png_jpg.rf.732693611d3769bc36db7d12899650e7.jpg,"[[249, 538, 325, 604], [244, 132, 323, 548], [206, 2, 353, 134]]","[1, 2, 3]"
-_-3_-_49_analog_tree_20220916095139_png_jpg.rf.7bbe7cdaf1756a5770d1267ce37329d4.jpg,"[[0, 0, 0, 0], [106, 47, 272, 547], [33, 38, 355, 224]]","[0, 2, 3]"
-_-3_-_51_analog_tree_20220916095616_png_jpg.rf.5e1caaaba9a79cc487c58aa590aeb978.jpg,"[[0, 0, 0, 0], [283, 318, 471, 638], [285, 129, 465, 339]]","[0, 2, 3]"
-_-3_-_93_analog_tree_20220916111230_png_jpg.rf.18edb55f9183c4ea46fbdb6994d0f8dc.jpg,"[[0, 0, 0, 0], [317, 203, 417, 405], [317, 95, 414, 222]]","[0, 2, 3]"
-_-3_-_96_analog_tree_20220916111439_png_jpg.rf.ec4b12f7188754bb3c5d343aeaeb7fdb.jpg,"[[226, 579, 397, 640], [268, 463, 357, 583], [176, 119, 435, 469]]","[1, 2, 3]"
-_-3_-_97_analog_tree_20220916111525_png_jpg.rf.8fb2c70bfc289d3f526bd30eaf174850.jpg,"[[0, 0, 0, 0], [187, 341, 284, 636], [40, 20, 457, 365]]","[0, 2, 3]"
-_-3_-_97_digital_tree_20220831123341_png_jpg.rf.e39cf7e1676364905a80ba498d14f76b.jpg,"[[0, 0, 0, 0], [251, 506, 349, 640], [1, 0, 586, 548]]","[0, 2, 3]"
-_-3_-_98_digital_tree_20220831123417_png_jpg.rf.8282dca251b7eb0f6585fcd7759f9be9.jpg,"[[246, 453, 365, 603], [255, 216, 362, 483], [116, 15, 550, 285]]","[1, 2, 3]"
-_-3_-_99_digital_tree_20220831123209_png_jpg.rf.9723b71cca2e0bfb91470c7e274fe347.jpg,"[[157, 510, 519, 577], [200, 293, 435, 513], [102, 38, 497, 350]]","[1, 2, 3]"
-_-_-_101_digital_tree_20220907134608_png_jpg.rf.9454a716fbc72da6899114544ef2f04a.jpg,"[[309, 333, 517, 463], [326, 133, 542, 409], [311, 8, 606, 233]]","[1, 2, 3]"
-_-_-_104_digital_tree_20220907133708_png_jpg.rf.02b7eaa946032215615fc82bacd5c332.jpg,"[[0, 0, 0, 0], [252, 276, 361, 552], [142, 41, 445, 301]]","[0, 2, 3]"
-_-_-_109_digital_tree_20220907131705_png_jpg.rf.0706dc780b76418cf7441a1f3814d12f.jpg,"[[0, 0, 0, 0], [205, 297, 338, 639], [23, 61, 446, 337]]","[0, 2, 3]"
-_-_-_110_digital_tree_20220907131725_png_jpg.rf.3de01763b3c5a570c0874414635f1a36.jpg,"[[166, 538, 485, 573], [238, 112, 408, 543], [56, 0, 575, 335]]","[1, 2, 3]"
-_-_-_111_analog_tree_20220830162155_png_jpg.rf.666b12de0ac59232624cd3899463266f.jpg,"[[322, 506, 444, 640], [350, 267, 481, 524], [364, 96, 578, 298]]","[1, 2, 3]"
-_-_-_111_digital_tree_20220823133718_png_jpg.rf.a835d94856780ab3cb54e75a36c98e6e.jpg,"[[175, 363, 325, 573], [213, 240, 334, 403], [184, 39, 426, 295]]","[1, 2, 3]"
-_-_-_112_digital_tree_20220823133740_png_jpg.rf.40fdcdaf0141f68dcc61b3792b4964c5.jpg,"[[0, 0, 0, 0], [119, 295, 210, 640], [64, 219, 223, 362]]","[0, 2, 3]"
-_-_-_115_digital_tree_20220907131614_png_jpg.rf.37af572a5a5d4da82760245069603343.jpg,"[[127, 427, 460, 620], [190, 209, 485, 442], [108, 0, 535, 232]]","[1, 2, 3]"
-_-_-_117_digital_tree_20220907131731_png_jpg.rf.40895f292c67c68ecc5e857cff609221.jpg,"[[226, 552, 372, 640], [224, 252, 353, 562], [92, 15, 424, 267]]","[1, 2, 3]"
-_-_-_120_analog_tree_20220830164306_png_jpg.rf.7f17c0ef3f42a62734d1ad9ec0c57328.jpg,"[[0, 0, 0, 0], [163, 210, 284, 577], [75, 66, 338, 337]]","[0, 2, 3]"
-_-_-_125_digital_tree_20220907104601_png_jpg.rf.1d838add22c4afed5fc68cf30ea07b4f.jpg,"[[0, 0, 0, 0], [198, 325, 326, 635], [189, 79, 384, 337]]","[0, 2, 3]"
-_-_-_126_digital_tree_20220907105556_png_jpg.rf.cdb10b11205de1ce332585101d651162.jpg,"[[0, 0, 0, 0], [203, 176, 384, 640], [115, 0, 458, 275]]","[0, 2, 3]"
-_-_-_128_digital_tree_20220907104650_png_jpg.rf.dea656faee2b8d7e3c514a6c3de31d52.jpg,"[[0, 0, 0, 0], [230, 133, 391, 615], [241, 1, 410, 170]]","[0, 2, 3]"
-_-_-_132_digital_tree_20220907103023_png_jpg.rf.9a849e7804dab349a360c40fdfae517f.jpg,"[[154, 517, 345, 640], [167, 171, 298, 546], [56, 0, 388, 358]]","[1, 2, 3]"
-_-_-_138_digital_tree_20220907102917_png_jpg.rf.eb675be71ae9f011b74a7f4059aaa8f1.jpg,"[[0, 0, 0, 0], [279, 215, 543, 640], [153, 12, 574, 244]]","[0, 2, 3]"
-_-_-_149_analog_tree_20220830170343_png_jpg.rf.7e098b83e1b0ab9908c9b7bf7ff26464.jpg,"[[240, 564, 330, 636], [265, 337, 300, 567], [224, 195, 328, 346]]","[1, 2, 3]"
-_-_-_149_digital_tree_20220824114657_png_jpg.rf.68909941b25f5983591e0742b0b56737.jpg,"[[0, 0, 0, 0], [232, 265, 530, 640], [216, 59, 523, 291]]","[0, 2, 3]"
-_-_-_150_analog_tree_20220830170417_png_jpg.rf.cf804bbeee71ad000686eba327f8d409.jpg,"[[214, 491, 366, 633], [228, 207, 332, 549], [168, 20, 383, 226]]","[1, 2, 3]"
-_-_-_150_digital_tree_20220824114924_png_jpg.rf.00499139902f324329204a3438d44eb7.jpg,"[[180, 445, 435, 579], [222, 190, 411, 471], [173, 80, 375, 212]]","[1, 2, 3]"
-_-_-_151_digital_tree_20220824114855_png_jpg.rf.4cc9d8a9f2e5a4cb02c473700568be5a.jpg,"[[225, 586, 283, 640], [202, 288, 290, 600], [103, 72, 406, 354]]","[1, 2, 3]"
-_-_-_153_digital_tree_20220824114655_png_jpg.rf.ffc19519b57106a19be430729cb275ff.jpg,"[[0, 0, 0, 0], [252, 261, 392, 640], [154, 59, 516, 279]]","[0, 2, 3]"
-_-_-_155_analog_tree_20220830172647_png_jpg.rf.416c6e3bb08e8ae84f0c18f36a30ee8f.jpg,"[[311, 536, 370, 634], [326, 370, 369, 537], [218, 205, 515, 535]]","[1, 2, 3]"
-_-_-_156_analog_tree_20220830172733_png_jpg.rf.a230e454c71256794616cb804a79ded1.jpg,"[[159, 424, 262, 513], [191, 293, 243, 435], [172, 116, 358, 325]]","[1, 2, 3]"
-_-_-_157_digital_tree_20220824114741_png_jpg.rf.a79695fcbd0d93caed509ad8f1aa10a6.jpg,"[[192, 586, 459, 640], [196, 406, 465, 592], [81, 75, 546, 423]]","[1, 2, 3]"
-_-_-_158_analog_tree_20220830172858_png_jpg.rf.f4c81e748a6ff94abed240d9f5c015b3.jpg,"[[271, 581, 340, 640], [280, 299, 320, 583], [240, 165, 355, 303]]","[1, 2, 3]"
-_-_-_158_digital_tree_20220824114538_png_jpg.rf.2442bde3dc80104c92a9227650f5051f.jpg,"[[245, 577, 489, 640], [267, 203, 460, 585], [205, 29, 407, 221]]","[1, 2, 3]"
-_-_-_15_digital_tree_20220905102058_png_jpg.rf.9ddfde8274d3dbb25169f2ea604b9809.jpg,"[[102, 510, 540, 640], [186, 315, 457, 532], [143, 82, 500, 329]]","[1, 2, 3]"
-_-_-_160_analog_tree_20220830173021_png_jpg.rf.97bc8f07d733cdc5e48d3fa779ad6627.jpg,"[[222, 596, 308, 640], [234, 407, 304, 608], [163, 162, 392, 479]]","[1, 2, 3]"
-_-_-_162_digital_tree_20220824113100_png_jpg.rf.ed368ae3c740fda2460a0f631194d7a2.jpg,"[[227, 512, 358, 624], [175, 202, 344, 400], [0, 0, 0, 0]]","[1, 2, 0]"
-_-_-_164_analog_tree_20220830173234_png_jpg.rf.86b812f5415e5db0477b066385ac2601.jpg,"[[235, 475, 334, 606], [245, 265, 328, 488], [208, 140, 375, 280]]","[1, 2, 3]"
-_-_-_164_digital_tree_20220824112142_png_jpg.rf.adc55cf3f9c2b1ccc47d1cb7c6808348.jpg,"[[168, 450, 385, 582], [195, 255, 358, 482], [109, 0, 437, 217]]","[1, 2, 3]"
-_-_-_165_digital_tree_20220824111855_png_jpg.rf.980e9150eef461a32ffbab60dce2e3bc.jpg,"[[0, 0, 0, 0], [220, 364, 301, 638], [85, 108, 410, 495]]","[0, 2, 3]"
-_-_-_166_analog_tree_20220830173419_png_jpg.rf.a1c27342f85f73ad524858ca5844a40c.jpg,"[[243, 513, 318, 582], [143, 134, 453, 528], [0, 0, 638, 340]]","[1, 2, 3]"
-_-_-_166_digital_tree_20220824112354_png_jpg.rf.80a422da9f2b96c009f7df0db6c85eae.jpg,"[[204, 506, 432, 639], [255, 223, 352, 561], [137, 58, 517, 356]]","[1, 2, 3]"
-_-_-_168_analog_tree_20220830173530_png_jpg.rf.ba5852aa8ed706f46959fda37581b88e.jpg,"[[220, 532, 401, 640], [240, 177, 348, 538], [142, 30, 390, 197]]","[1, 2, 3]"
-_-_-_168_digital_tree_20220824112341_png_jpg.rf.5122ae5fbf7ac179e5e7548cec97e56b.jpg,"[[154, 561, 302, 640], [156, 191, 301, 568], [121, 81, 338, 219]]","[1, 2, 3]"
-_-_-_169_digital_tree_20220824112200_png_jpg.rf.ad8f03752f8094748467b922bfd10012.jpg,"[[156, 462, 473, 565], [210, 293, 411, 471], [98, 14, 493, 329]]","[1, 2, 3]"
-_-_-_170_digital_tree_20220824112115_png_jpg.rf.93be97b96cca84e4dc100506dbea7b1a.jpg,"[[20, 467, 419, 622], [162, 293, 314, 473], [15, 30, 476, 296]]","[1, 2, 3]"
-_-_-_18_digital_tree_20220905101903_png_jpg.rf.5ffd25d9cfae4653c92aaa4e1ae7c340.jpg,"[[175, 542, 357, 640], [166, 232, 356, 558], [65, 17, 482, 248]]","[1, 2, 3]"
-_-_-_20_digital_tree_20220905101957_png_jpg.rf.6e197b6ab2067473f56ec800fca06c57.jpg,"[[128, 596, 331, 640], [135, 230, 309, 613], [56, 28, 412, 299]]","[1, 2, 3]"
-_-_-_22_digital_tree_20220905101915_png_jpg.rf.cab87913a79b6695698f872fd2a68bf8.jpg,"[[186, 492, 317, 579], [221, 212, 357, 499], [150, 56, 459, 228]]","[1, 2, 3]"
-_-_-_26_digital_tree_20220905133903_png_jpg.rf.61491967d41eccb980dd86d2188995db.jpg,"[[0, 0, 0, 0], [205, 181, 421, 639], [62, 5, 471, 235]]","[0, 2, 3]"
-_-_-_2_digital_tree_20220905104224_png_jpg.rf.9dda4b116eb36a0e4f764fa571d62ddc.jpg,"[[0, 0, 0, 0], [189, 311, 268, 640], [128, 136, 329, 320]]","[0, 2, 3]"
-_-_-_31_digital_tree_20220905134141_png_jpg.rf.85eca6ac211387a8ff3bf8a8c879c2f2.jpg,"[[260, 599, 417, 640], [257, 430, 408, 609], [80, 158, 608, 610]]","[1, 2, 3]"
-_-_-_34_digital_tree_20220905133900_png_jpg.rf.3c3c3428cea8effa6cf81268e5b25c02.jpg,"[[231, 543, 308, 605], [213, 293, 313, 548], [155, 169, 354, 325]]","[1, 2, 3]"
-_-_-_46_digital_tree_20220822112945_png_jpg.rf.4d331426e106214183cbd8882c70e9bc.jpg,"[[252, 593, 319, 640], [253, 288, 345, 598], [63, 38, 505, 300]]","[1, 2, 3]"
-_-_-_4_digital_tree_20220905103551_png_jpg.rf.aa10ddd38e18ac3c235ca2aae042c63d.jpg,"[[228, 539, 430, 640], [253, 266, 405, 551], [173, 74, 453, 290]]","[1, 2, 3]"
-_-_-_53_analog_tree_20220829174201_png_jpg.rf.da5bd7cea78f0c568ff5e835a6e3c0c6.jpg,"[[0, 0, 0, 0], [288, 251, 404, 640], [210, 38, 432, 293]]","[0, 2, 3]"
-_-_-_55_digital_tree_20220905113812_png_jpg.rf.c8052d593d09e7084f482026917b99db.jpg,"[[98, 338, 153, 418], [107, 37, 184, 355], [100, 0, 221, 86]]","[1, 2, 3]"
-_-_-_6_digital_tree_20220905103750_png_jpg.rf.b72cef2da20524dcd78d2a79343f136e.jpg,"[[208, 546, 376, 640], [222, 225, 412, 568], [137, 0, 551, 250]]","[1, 2, 3]"
-_-_-_71_digital_tree_20220907113515_png_jpg.rf.e7f888d04529c1e3ac8147d29ea6e309.jpg,"[[0, 0, 0, 0], [112, 198, 475, 640], [37, 1, 591, 305]]","[0, 2, 3]"
-_-_-_72_digital_tree_20220907114119_png_jpg.rf.aa13d3e4e4e3f72b2fed601298cc2618.jpg,"[[191, 481, 451, 627], [263, 150, 389, 482], [223, 0, 491, 154]]","[1, 2, 3]"
-_-_-_73_digital_tree_20220907134515_png_jpg.rf.af702895bc4e4d01943371ab91848b91.jpg,"[[284, 584, 418, 639], [286, 324, 418, 581], [229, 142, 464, 337]]","[1, 2, 3]"
-_-_-_74_analog_tree_20220830152944_png_jpg.rf.682cb77adfa280aae87ff6b1be7a4c9a.jpg,"[[0, 0, 0, 0], [170, 340, 205, 491], [113, 229, 239, 393]]","[0, 2, 3]"
-_-_-_74_digital_tree_20220907113451_png_jpg.rf.7a6de499569ca4e2add5839150ee5751.jpg,"[[0, 0, 0, 0], [165, 243, 403, 640], [147, 0, 436, 242]]","[0, 2, 3]"
-_-_-_79_analog_tree_20220830154503_png_jpg.rf.d458b71c9588d2c5f77e71a5042b7250.jpg,"[[253, 545, 372, 640], [259, 257, 341, 560], [179, 56, 425, 294]]","[1, 2, 3]"
-_-_-_79_digital_tree_20220823103934_png_jpg.rf.d2d6dded585567d833b4c5d817701239.jpg,"[[102, 424, 208, 507], [136, 258, 207, 428], [98, 41, 322, 259]]","[1, 2, 3]"
-_-_-_80_digital_tree_20220823104012_png_jpg.rf.3342e73ec8d8ed4c0817fa4e4d8a6135.jpg,"[[0, 0, 0, 0], [261, 321, 409, 565], [229, 147, 501, 351]]","[0, 2, 3]"
-_-_-_81_digital_tree_20220907113547_png_jpg.rf.4e2fad82d3a60fb8db0a6f7c533023e4.jpg,"[[205, 592, 298, 640], [232, 438, 300, 592], [170, 287, 370, 482]]","[1, 2, 3]"
-_-_-_82_analog_tree_20220830154839_png_jpg.rf.0ae4981a8bf744a5bc4cbfb6e98fdc72.jpg,"[[199, 529, 479, 640], [204, 157, 436, 542], [233, 35, 414, 185]]","[1, 2, 3]"
-_-_-_83_digital_tree_20220907111814_png_jpg.rf.1b5a8b550bfc346184f0b8a35ad78c3b.jpg,"[[178, 365, 424, 533], [244, 206, 373, 366], [182, 45, 449, 213]]","[1, 2, 3]"
-_-_-_86_analog_tree_20220830155135_png_jpg.rf.7e4e2bf8724584a4584e4230e520c33f.jpg,"[[255, 453, 356, 505], [276, 353, 348, 454], [236, 138, 422, 391]]","[1, 2, 3]"
-_-_-_86_digital_tree_20220823102823_png_jpg.rf.0eb848df1c97556423f82826a701d721.jpg,"[[181, 455, 334, 544], [201, 277, 306, 460], [134, 131, 381, 370]]","[1, 2, 3]"
-_-_-_88_digital_tree_20220907111837_png_jpg.rf.aa1f0c4d104f5dd8aff798f67af12f2c.jpg,"[[244, 520, 336, 583], [230, 292, 331, 526], [134, 158, 354, 322]]","[1, 2, 3]"
-_-_-_8_digital_tree_20220905103843_png_jpg.rf.b944f4a05b1f1e008af7553fcf6364c9.jpg,"[[301, 592, 391, 640], [209, 112, 392, 593], [193, 14, 440, 165]]","[1, 2, 3]"
-_-_-_92_digital_tree_20220907112356_png_jpg.rf.9abf1a82fc581ceae04ec008cec2eca1.jpg,"[[134, 546, 388, 640], [194, 282, 357, 550], [155, 105, 403, 295]]","[1, 2, 3]"
-_-_-_93_digital_tree_20220907112140_png_jpg.rf.92839012d7b88155824dc539dce4d1b1.jpg,"[[0, 0, 0, 0], [218, 265, 409, 635], [184, 73, 456, 272]]","[0, 2, 3]"
-_-_-_97_digital_tree_20220907134445_png_jpg.rf.4334fc1a83ecb4ee6f853dea5b268fce.jpg,"[[0, 0, 0, 0], [181, 161, 333, 637], [123, 0, 380, 170]]","[0, 2, 3]"
-_-_-_98_digital_tree_20220907134646_png_jpg.rf.1b8848ef07cc7e21b9faa84807202a43.jpg,"[[0, 0, 0, 0], [209, 306, 335, 436], [148, 137, 415, 332]]","[0, 2, 3]"
-_10_-_A003_Jenny_20220809_19191047_jpg.rf.764b0928ea521426a893ace6fe14706e.jpg,"[[151, 487, 381, 609], [188, 265, 349, 511], [42, 15, 454, 317]]","[1, 2, 3]"
-_10_-_A017_lhw_20220923_11142176_0307_jpg.rf.abcfdd4019b348a095030dfd49d6d77e.jpg,"[[256, 574, 378, 640], [280, 321, 348, 575], [120, 129, 490, 348]]","[1, 2, 3]"
-_10_-_A017_lhw_20220926_17155412_0781_jpg.rf.5033fb18497e1cd0838f96581db7564c.jpg,"[[251, 450, 348, 517], [270, 228, 318, 463], [170, 88, 405, 276]]","[1, 2, 3]"
-_10_-_A024_jtg_20220923_09304914_0044_jpg.rf.b7ec0cac10465f10a7f2a6c0fde31f21.jpg,"[[178, 364, 401, 502], [242, 145, 327, 368], [117, 14, 482, 157]]","[1, 2, 3]"
-_10_-_A041_jtg_20220919_15122977_0017_jpg.rf.a5f7edc0f9651d0e667c0e2c6824af9d.jpg,"[[194, 507, 377, 635], [202, 293, 340, 515], [83, 11, 449, 344]]","[1, 2, 3]"
-_10_-_A041_jtg_20220919_15134293_0099_jpg.rf.2c8d31c8ec9884c62fb2b6fe950a6213.jpg,"[[234, 551, 333, 640], [234, 238, 355, 557], [170, 93, 403, 243]]","[1, 2, 3]"
-_10_-_A041_jtg_20220919_15134467_0101_jpg.rf.fbbca3dbb8d6e48544ba6e551f6ee6b7.jpg,"[[82, 207, 174, 245], [113, 134, 148, 207], [82, 39, 199, 146]]","[1, 2, 3]"
-_10_-_A042_lhw_20220919_11204473_0174_jpg.rf.3836b87b2f466110c90177e6e449d6e2.jpg,"[[89, 434, 253, 516], [147, 297, 185, 437], [36, 150, 248, 313]]","[1, 2, 3]"
-_10_-_A049_lhw_20220902_15210334_0312_jpg.rf.f9ad3b0b9598ee125438135a2a988f60.jpg,"[[218, 561, 361, 640], [210, 192, 300, 561], [161, 74, 324, 214]]","[1, 2, 3]"
-_10_-_A053_jtg_20220922_15281950_0095_jpg.rf.236068527849afda0501be971db2743b.jpg,"[[194, 567, 349, 617], [178, 214, 339, 571], [99, 37, 376, 279]]","[1, 2, 3]"
-_10_-_A065_lhw_20220915_12362794_0072_jpg.rf.3eae6e8e945ee4b546118ba9c0ecbe73.jpg,"[[202, 272, 275, 329], [196, 173, 259, 279], [132, 56, 329, 201]]","[1, 2, 3]"
-_10_-_A066_jtg_20220902_14374595_0971_jpg.rf.299304689205121cba481d7d658dbcec.jpg,"[[257, 547, 385, 638], [262, 283, 389, 550], [212, 23, 470, 297]]","[1, 2, 3]"
-_10_-_A066_jtg_20220902_14381430_1003_jpg.rf.b94a2872161ce0d465eac0a1afca6c14.jpg,"[[182, 497, 390, 628], [226, 207, 367, 515], [224, 38, 448, 245]]","[1, 2, 3]"
-_10_-_A066_jtg_20220902_14382488_1015_jpg.rf.e34f70502418acadf9c79108c0424a39.jpg,"[[136, 522, 515, 619], [184, 269, 438, 532], [68, 0, 560, 375]]","[1, 2, 3]"
-_10_-_A068_jtg_20220929_09523089_0122_jpg.rf.58dd4a00640c839cb80ccc39a2a351be.jpg,"[[189, 509, 377, 640], [236, 310, 360, 521], [66, 52, 488, 363]]","[1, 2, 3]"
-_10_-_A079_lhw_20220930_10261289_0230_jpg.rf.4565d8db151b910dc2c72064ca464b70.jpg,"[[162, 476, 406, 601], [197, 268, 389, 488], [122, 0, 508, 278]]","[1, 2, 3]"
-_10_-_A086_lhw_20220929_15584935_0210_jpg.rf.8c714b5049633d4853f5831dbbaacaa0.jpg,"[[99, 218, 210, 273], [111, 147, 182, 227], [50, 13, 341, 162]]","[1, 2, 3]"
-_11_-_A004_lhw_20220922_15345215_0072_jpg.rf.f057244ee19a3d24f02f6983cb28eb88.jpg,"[[69, 495, 166, 592], [77, 254, 165, 501], [4, 54, 225, 263]]","[1, 2, 3]"
-_7_-_A037_lhw_20220901_14563356_0186_jpg.rf.0280bd909c4a9cad97045101cf9cd1d2.jpg,"[[168, 371, 367, 522], [206, 169, 346, 378], [89, 22, 433, 255]]","[1, 2, 3]"
-_7_-_A066_jtg_20220902_14071438_0829_jpg.rf.7970986c73ab7a20aff45cb572e0b00d.jpg,"[[201, 457, 380, 574], [207, 258, 342, 468], [118, 0, 477, 268]]","[1, 2, 3]"
-_8_-_A020_lhw_20221004_12562630_0143_jpg.rf.5e45a9b48dc92f7a9d0e9b3e8a3913b1.jpg,"[[183, 451, 505, 542], [213, 184, 483, 466], [128, 1, 542, 185]]","[1, 2, 3]"
-_8_-_A024_jtg_20220923_09251835_0003_jpg.rf.d1bf61c519a43278ace8763b98583837.jpg,"[[68, 382, 393, 516], [5, 120, 353, 383], [137, 4, 512, 187]]","[1, 2, 3]"
-_8_-_A032_lhw_20220923_17420614_0075_jpg.rf.849fb71bae34028970330beb623e59e9.jpg,"[[225, 464, 399, 558], [234, 175, 397, 504], [206, 30, 429, 197]]","[1, 2, 3]"
-_8_-_A049_lhw_20220902_15203942_0285_jpg.rf.a9da3f73c535ebdce0dabdaedb7e8272.jpg,"[[251, 537, 359, 626], [232, 242, 323, 554], [180, 148, 341, 253]]","[1, 2, 3]"
-_8_-_A050_jtg_20220929_15265257_0055_jpg.rf.5a87244c82ca9872fc7b4cf440c9db53.jpg,"[[23, 444, 76, 528], [43, 218, 137, 448], [13, 91, 182, 224]]","[1, 2, 3]"
-_8_-_A064_keh_20220902_15264897_0290_jpg.rf.8ae21885dc5324eb3a65b1a3c4e1bf8d.jpg,"[[179, 432, 342, 580], [199, 220, 350, 438], [114, 0, 437, 238]]","[1, 2, 3]"
-_8_-_A066_jtg_20220902_14113334_0870_jpg.rf.894c72e5afc645379899df6410222357.jpg,"[[188, 326, 320, 400], [235, 186, 296, 330], [178, 85, 335, 194]]","[1, 2, 3]"
-_8_-_A089_jtg_20221007_12392428_0007_jpg.rf.c0724b698fc58245e00a2477839e99f0.jpg,"[[51, 153, 114, 209], [61, 103, 103, 157], [46, 36, 130, 109]]","[1, 2, 3]"
-_9_-_A003_Jenny_20220809_19183776_jpg.rf.00fb783be1d707182d67b722dc5d240b.jpg,"[[248, 446, 375, 491], [251, 247, 366, 447], [25, 0, 570, 282]]","[1, 2, 3]"
-_9_-_A005_Jenny_20220809_19200814_jpg.rf.79db9d2fe21730fb1e1a16e4ee09066e.jpg,"[[194, 557, 353, 640], [230, 71, 399, 565], [42, 0, 525, 350]]","[1, 2, 3]"
-_9_-_A014_jtg_20220920_11214783_0006_jpg.rf.8cbb519cc058b5c9bf7f24c1261bbaf2.jpg,"[[162, 433, 495, 592], [218, 101, 447, 437], [14, 0, 621, 132]]","[1, 2, 3]"
-_9_-_A027_lhw_20220930_16582172_0227_jpg.rf.04801162f0c5420d1d9f8c3ab73ac92c.jpg,"[[193, 353, 264, 407], [213, 224, 266, 361], [156, 143, 336, 268]]","[1, 2, 3]"
-_9_-_A030_lhw_20220922_10324347_0090_jpg.rf.0422777548165dcc20e5b5268944894b.jpg,"[[186, 474, 377, 605], [222, 244, 349, 482], [155, 0, 610, 252]]","[1, 2, 3]"
-_9_-_A038_jtg_20220920_17333607_0031_jpg.rf.565e5d0b4de79606e220b89bab8d93e7.jpg,"[[152, 538, 292, 624], [183, 171, 325, 566], [117, 25, 408, 186]]","[1, 2, 3]"
-_9_-_A044_lhw_20220923_09102297_0018_jpg.rf.1148cf81ba6b9be26143b70a6feff9ab.jpg,"[[118, 499, 363, 622], [155, 292, 347, 501], [18, 13, 572, 302]]","[1, 2, 3]"
-_9_-_A044_lhw_20220923_09102385_0019_jpg.rf.59bcfaaf92d574b33037a4f4c40a37b1.jpg,"[[226, 320, 392, 482], [112, 2, 506, 326], [212, 0, 412, 58]]","[1, 2, 3]"
-_9_-_A047_lhw_20220927_16153865_0179_jpg.rf.0827554af3509fb624999917b1ca69a5.jpg,"[[162, 540, 359, 640], [235, 347, 332, 542], [83, 47, 483, 363]]","[1, 2, 3]"
-_9_-_A068_jtg_20220929_09484917_0084_jpg.rf.96690687d9a0248c34929b1a6da5c3d1.jpg,"[[123, 272, 377, 389], [165, 103, 341, 275], [132, 6, 386, 117]]","[1, 2, 3]"
-_9_-_A072_lhw_20220922_16560539_0527_jpg.rf.c7a06721332dc99eb394ec1fb03c3b4c.jpg,"[[164, 323, 416, 433], [223, 202, 378, 326], [142, 0, 498, 224]]","[1, 2, 3]"
-_9_-_A087_ahj_20221007_11192778_0122_jpg.rf.8f539dba9708e180025ed0852e55e877.jpg,"[[226, 362, 341, 463], [234, 261, 328, 366], [47, 128, 419, 319]]","[1, 2, 3]"
-_9_-_A092_lhw_20221007_11291955_0006_jpg.rf.fad67efd6a4319863239c00b0293d2ba.jpg,"[[203, 256, 418, 403], [239, 117, 357, 265], [126, 3, 461, 202]]","[1, 2, 3]"
18561_png.rf.eef3c5ecbbdaac4f57097a2efc0f7f78.jpg,"[[189, 531, 335, 572], [202, 354, 334, 546], [126, 68, 511, 374]]","[1, 2, 3]"
18561_png_jpg.rf.ce798e5e94aef5c8caeea7a23b4be9c1.jpg,"[[192, 527, 335, 569], [210, 366, 331, 541], [127, 69, 508, 376]]","[1, 2, 3]"
18562_png.rf.3b9832ffb9403228199f139a7190fd81.jpg,"[[165, 490, 473, 562], [212, 272, 362, 502], [80, 72, 560, 436]]","[1, 2, 3]"
18562_png_jpg.rf.3697be77e5db9873ea860e3c9db1eed2.jpg,"[[0, 0, 0, 0], [161, 232, 473, 565], [80, 70, 560, 437]]","[0, 2, 3]"
